gene,log2FoldChange,stat,pvalue,padj
ENSG00000132199,6.6856685,1.0838905733123944e-09,4.718742,2.298728151025626e-11
ENSG00000248019,6.665461,1.2416181131305202e-09,4.327336,2.6383616449175523e-11
ENSG00000268635,6.647631,1.398959661336278e-09,2.094717,2.978474935012046e-11
ENSG00000175203,6.6450276,1.4211576830371387e-09,2.136038,3.031599777728176e-11
ENSG00000289837,6.6444416,1.4240689427747137e-09,3.9424202,3.0436858902347816e-11
ENSG00000178802,6.6397643,1.4671640075004428e-09,3.1984153,3.141847334101047e-11
ENSG00000279322,6.6228137,1.6394167075405374e-09,3.2033243,3.52424535661256e-11
ENSG00000286636,6.6179,1.6904111415608049e-09,7.3170433,3.6433716642528015e-11
ENSG00000196313,6.6177197,1.6904111415608049e-09,1.3586746,3.647817408137898e-11
ENSG00000267062,6.5996532,1.9061340357685316e-09,2.5540512,4.121200836535363e-11
ENSG00000102554,6.596509,1.9432746643826834e-09,2.0114677,4.20951971777896e-11
ENSG00000264558,6.591392,2.007629801176332e-09,2.127911,4.35720942159907e-11
ENSG00000176383,6.5905695,2.014956802571043e-09,2.6242409,4.381425296892803e-11
ENSG00000147804,6.5723906,2.2727583315396955e-09,3.0788503,4.951379761730315e-11
ENSG00000186710,6.5471,2.677604398548143e-09,2.9970844,5.866512360245354e-11
ENSG00000166165,6.525292,3.091878667262776e-09,3.172087,6.786926270769916e-11
ENSG00000134759,6.522181,3.144880830165959e-09,3.4779143,6.929222492608607e-11
ENSG00000263766,6.506245,3.4903152828071504e-09,2.8312635,7.705253555829897e-11
ENSG00000258048,6.5059743,3.4903152828071504e-09,4.057016,7.719132660441627e-11
ENSG00000273749,6.497206,3.692956664136814e-09,2.0516772,8.18252900083128e-11
ENSG00000121270,6.490331,3.858291634705911e-09,1.6677816,8.564783377916241e-11
ENSG00000246366,6.4608707,4.663627913516177e-09,1.9508864,1.0410227352749016e-10
ENSG00000225083,6.44099,5.297857821037462e-09,4.022455,1.1869684753355924e-10
ENSG00000272079,6.4356136,5.468677900345982e-09,5.781224,1.229753035025813e-10
ENSG00000244151,6.428378,5.7248644812337566e-09,3.9493685,1.2897243797465055e-10
ENSG00000231955,6.4048347,6.657490930446017e-09,3.7628856,1.505324735882331e-10
ENSG00000160973,6.396562,7.0026232502815555e-09,3.768098,1.5891412723447994e-10
ENSG00000111321,6.395886,7.020922646212608e-09,3.2925332,1.5961909465518843e-10
ENSG00000073803,6.38758,7.3995200460958946e-09,3.2863083,1.6853173235867857e-10
ENSG00000162520,6.3858213,7.471511269391242e-09,1.4809986,1.7047968856136973e-10
ENSG00000280634,6.3804007,7.72688309195436e-09,5.316184,1.7662540159030844e-10
ENSG00000124733,6.3544226,9.103126762843414e-09,3.012483,2.0921115724144995e-10
ENSG00000227518,6.3415856,9.877360649689838e-09,1.6331125,2.2741241304369241e-10
ENSG00000279159,6.3343725,1.0332126363988909e-08,2.1150537,2.383090706993646e-10
ENSG00000234690,6.313342,1.1797138365547879e-08,7.393699,2.730728925182522e-10
ENSG00000287778,6.297823,1.2994246597160881e-08,2.9693244,3.018551260192101e-10
ENSG00000101439,6.247422,1.7867950152863965e-08,1.7965823,4.1728254606869967e-10
ENSG00000269292,6.2415953,1.8481254436090708e-08,4.3978467,4.3313057103893057e-10
ENSG00000177700,6.2393637,1.871386940587638e-08,2.8037271,4.3935433619176674e-10
ENSG00000205622,6.222379,2.0784018386425128e-08,5.7124147,4.896713359732938e-10
ENSG00000274629,6.205688,2.3074251498017034e-08,2.3617003,5.445812781344176e-10
ENSG00000215424,6.1989822,2.3995107595561625e-08,2.3412974,5.682947582048347e-10
ENSG00000223960,6.1851196,2.6121859515371488e-08,2.0291667,6.205538282635499e-10
ENSG00000007306,6.183621,2.631424419589108e-08,3.7838428,6.264779213166015e-10
ENSG00000141431,6.1744466,2.7840200631288306e-08,7.259073,6.639559318734379e-10
ENSG00000244198,6.1740522,2.7861584567718904e-08,3.5495255,6.656155085290165e-10
ENSG00000033800,6.1611366,3.01148291941475e-08,2.1057403,7.222474314139894e-10
ENSG00000164713,6.1609335,3.01148291941475e-08,4.2325215,7.231734028302461e-10
ENSG00000233825,6.159592,3.0318874510330265e-08,1.0120311,7.2932430432095e-10
ENSG00000170291,6.152864,3.1579866460658735e-08,2.5834048,7.609606376062346e-10
ENSG00000279232,6.1501703,3.206599098887332e-08,5.960259,7.739975544021658e-10
ENSG00000272078,6.1384044,3.4474086586598734e-08,5.1636734,8.33545747637682e-10
ENSG00000277972,6.125556,3.7310840417531614e-08,3.2805111,9.03674835991544e-10
ENSG00000255050,6.1229863,3.785331792241124e-08,4.020192,9.18375595740956e-10
ENSG00000175061,6.090821,4.6066115087825515e-08,1.8738334,1.1233319861736623e-09
ENSG00000176700,6.082447,4.8456452905794084e-08,2.339766,1.183620239322912e-09
ENSG00000140525,6.0778713,4.977513329772083e-08,3.87303,1.2178847188293633e-09
ENSG00000273192,6.0751777,5.053268616957944e-08,2.865612,1.2385053467870188e-09
ENSG00000050165,6.0704217,5.1964797987480374e-08,2.6345217,1.2757490841125113e-09
ENSG00000286067,6.0553417,5.697889799059092e-08,4.3143106,1.4011975244426551e-09
ENSG00000157895,6.037557,6.341264393596814e-08,5.18878,1.5646460254872484e-09
ENSG00000273489,6.033049,6.49906205988983e-08,2.53627,1.6089442300436946e-09
ENSG00000256377,6.0237737,6.848642238349886e-08,6.048845,1.7039656996719678e-09
ENSG00000164404,6.0200205,6.997735016581838e-08,1.5778776,1.743947825555137e-09
ENSG00000130402,6.001109,7.850632161637583e-08,1.4679993,1.959742720659654e-09
ENSG00000258727,5.998923,7.943926973561501e-08,1.9503813,1.9863095172381046e-09
ENSG00000279196,5.9933324,8.181493699703998e-08,4.9317813,2.055838283181934e-09
ENSG00000135297,5.9804845,8.83918884091326e-08,2.1174603,2.2247504509643048e-09
ENSG00000016602,5.9771824,8.990694900227076e-08,6.4445844,2.2703025577401266e-09
ENSG00000248468,5.9446335,1.0954153697688711e-07,1.1045489,2.770760912531302e-09
ENSG00000197461,5.944374,1.0954153697688711e-07,2.242439,2.7751486921855374e-09
ENSG00000160180,5.916886,1.286680669553416e-07,3.7094102,3.280940145997735e-09
ENSG00000172922,5.9089065,1.3462157876478984e-07,1.9855949,3.4438594996769144e-09
ENSG00000221817,5.9034743,1.389082452354993e-07,2.5556934,3.559251538671607e-09
ENSG00000258940,5.8905473,1.4998221937879425e-07,2.4051008,3.849188828751032e-09
ENSG00000156675,5.8846865,1.551449687893034e-07,2.4232228,3.988088610155803e-09
ENSG00000224272,5.8817115,1.5770730304399445e-07,5.2210617,4.060462002783155e-09
ENSG00000204514,5.879232,1.5983150525402015e-07,1.5365038,4.1217482581186086e-09
ENSG00000198087,5.876673,1.618024743228135e-07,1.5379461,4.185928016190958e-09
ENSG00000277258,5.8696747,1.6851405308717846e-07,5.046881,4.366513671346264e-09
ENSG00000228843,5.8686376,1.693015171960256e-07,2.818052,4.393903875074273e-09
ENSG00000268854,5.8143034,2.3289418367393056e-07,2.6192808,6.088686951035315e-09
ENSG00000046604,5.813143,2.3400441624850007e-07,2.2694974,6.1310779137562945e-09
ENSG00000148737,5.803822,2.4700927921228146e-07,3.1106253,6.482006171769723e-09
ENSG00000124253,5.7790275,2.849672233759707e-07,2.2350585,7.513370842434612e-09
ENSG00000142606,5.760082,3.1787767084892824e-07,5.1163225,8.40731090172318e-09
ENSG00000236723,5.7521477,3.321304156262416e-07,3.766955,8.811679206456237e-09
ENSG00000110013,5.727578,3.8279503335363694e-07,2.9428942,1.0187440027772563e-08
ENSG00000237649,5.719464,4.002903131032408e-07,1.1806499,1.0686079905008945e-08
ENSG00000224505,5.706435,4.308212015422406e-07,2.1404674,1.1536679311805336e-08
ENSG00000288871,5.704812,4.342769638521253e-07,1.7461721,1.1647137584745067e-08
ENSG00000284922,5.676231,5.11836876774285e-07,1.8944461,1.3769501718799877e-08
ENSG00000196323,5.6682854,5.345030108417343e-07,2.8240278,1.4423377169932918e-08
ENSG00000165516,5.655279,5.748407023975355e-07,2.1300848,1.555931262472286e-08
ENSG00000163399,5.650647,5.896502393248369e-07,1.4185754,1.598449443952871e-08
ENSG00000091138,5.627543,6.712441595265291e-07,2.98321,1.8279466301679702e-08
ENSG00000011295,5.619744,7.001375775706165e-07,2.5674891,1.912407477932613e-08
ENSG00000257342,5.616036,7.138640247867546e-07,0.6886966,1.9538803220901918e-08
ENSG00000106133,5.6149654,7.16517245067093e-07,3.0659075,1.9660173624757255e-08
ENSG00000178149,5.5866995,8.396465612829514e-07,0.8204934,2.3142593783504355e-08
ENSG00000140416,5.5815825,8.634386946248124e-07,1.939192,2.3833986082851935e-08
ENSG00000173905,5.5804553,8.677554260658472e-07,1.3310051,2.3988947659024495e-08
ENSG00000086232,5.5717773,9.095223651280896e-07,1.565782,2.5215349447367214e-08
ENSG00000102910,5.556416,9.887219788561198e-07,1.5235343,2.7537024910376336e-08
ENSG00000223653,5.5503187,1.0221263086635115e-06,1.7289369,2.8514930840178633e-08
ENSG00000259607,5.542745,1.0644046920314658e-06,3.5223093,2.977662903108326e-08
ENSG00000262160,5.540198,1.0784126010130983e-06,2.3751237,3.021299538240195e-08
ENSG00000260927,5.53356,1.1167638320811944e-06,2.206451,3.137960759396325e-08
ENSG00000142273,5.516936,1.2240812430638401e-06,3.1394217,3.4496100388372784e-08
ENSG00000122692,5.5152907,1.2337834150773805e-06,1.9328362,3.482042646942269e-08
ENSG00000138028,5.49009,1.415159778308846e-06,5.7547827,4.0172880321690295e-08
ENSG00000120699,5.489504,1.4178022553751575e-06,1.8320705,4.0306393544870586e-08
ENSG00000140650,5.485514,1.4480768845435956e-06,1.9891872,4.122681343188154e-08
ENSG00000137501,5.485199,1.4485649736649936e-06,3.2646527,4.1300478494904714e-08
ENSG00000081181,5.470108,1.5729336725500435e-06,2.7757092,4.497619388831408e-08
ENSG00000250159,5.4609227,1.6541483699790657e-06,5.039035,4.7366684633003446e-08
ENSG00000085998,5.4573274,1.6855528628741544e-06,4.430707,4.833550254569802e-08
ENSG00000039068,5.4378295,1.8726830766573807e-06,3.7238328,5.39335198674225e-08
ENSG00000255031,5.4303575,1.9472349953059527e-06,3.4611137,5.6241314437785393e-08
ENSG00000005156,5.4253535,1.999729442373385e-06,1.7013034,5.784000408911301e-08
ENSG00000249532,5.4174414,2.0842923974921324e-06,1.5797881,6.045789550408356e-08
ENSG00000141404,5.4095297,2.175402448195014e-06,4.009658,6.319043256021166e-08
ENSG00000229851,5.4072533,2.2001007068320355e-06,5.954277,6.399863831971386e-08
ENSG00000227198,5.405247,2.218574853276075e-06,1.6819277,6.471911294215981e-08
ENSG00000008710,5.4027,2.247142800791065e-06,4.2222238,6.564520147549406e-08
ENSG00000165525,5.3891983,2.4192498917021965e-06,1.6119963,7.077274192180464e-08
ENSG00000272540,5.382639,2.5020595017156633e-06,1.7555859,7.340172906914658e-08
ENSG00000255182,5.381185,2.5152794060830947e-06,3.8238914,7.399712066913874e-08
ENSG00000173258,5.3725405,2.6352386102466952e-06,6.3876996,7.763493842697394e-08
ENSG00000179583,5.3586216,2.8385640634439414e-06,1.3448542,8.385921230507765e-08
ENSG00000064651,5.356289,2.8714315940671674e-06,3.1719987,8.494869008690209e-08
ENSG00000273599,5.3336244,3.2496381862628187e-06,5.372842,9.627167097444725e-08
ENSG00000101082,5.328158,3.335013433987291e-06,2.8118699,9.92137599399586e-08
ENSG00000232656,5.326862,3.3542365394142627e-06,1.6508428,9.992402960295006e-08
ENSG00000013588,5.325002,3.3840467165081234e-06,3.96026,1.0095171546605765e-07
ENSG00000179562,5.3229737,3.4172925589885795e-06,3.612011,1.0208449466528024e-07
ENSG00000111786,5.309134,3.6719864262545383e-06,1.6624461,1.101474720204262e-07
ENSG00000102359,5.3057303,3.7334473964491008e-06,5.343983,1.1222288492983461e-07
ENSG00000146457,5.3039155,3.7630449421166953e-06,0.9915655,1.1334472717218961e-07
ENSG00000162391,5.2959476,3.925531134017617e-06,6.9262204,1.1840086066045873e-07
ENSG00000241973,5.2831445,4.198654496044783e-06,1.2852032,1.269852180888276e-07
ENSG00000173264,5.2823668,4.210776633695246e-06,2.4650898,1.2752558380641652e-07
ENSG00000260246,5.2798533,4.263136766823612e-06,1.8054235,1.2928723896745975e-07
ENSG00000258725,5.266746,4.566465708186238e-06,3.871531,1.3886306432304247e-07
ENSG00000187118,5.2635565,4.633864038738253e-06,1.8319005,1.412949960648444e-07
ENSG00000232139,5.262768,4.647510412568031e-06,1.2838118,1.4190285960143354e-07
ENSG00000076053,5.2590485,4.729702311683014e-06,1.1566883,1.4480273622993876e-07
ENSG00000275395,5.258192,4.745384727583798e-06,3.2150414,1.4547866201496789e-07
ENSG00000244380,5.257279,4.757355904946594e-06,1.6316476,1.4620241577671764e-07
ENSG00000264522,5.257234,4.757355904946594e-06,3.6741471,1.4623824678928916e-07
ENSG00000149591,5.246572,5.014008933646217e-06,3.4817607,1.549551366273732e-07
ENSG00000079805,5.245524,5.035876198282643e-06,1.262984,1.5583871714441253e-07
ENSG00000008277,5.244589,5.0547518768221766e-06,3.872552,1.566314020256418e-07
ENSG00000108559,5.2401032,5.172289906235182e-06,1.9266777,1.6048696193632847e-07
ENSG00000272767,5.2348623,5.314149321560045e-06,1.966416,1.651078742009702e-07
ENSG00000234678,5.233217,5.354583976770045e-06,3.780393,1.6658509318718494e-07
ENSG00000282951,5.2322702,5.3749600142637985e-06,4.943667,1.6744078275165736e-07
ENSG00000142856,5.227176,5.517814832183288e-06,1.1945263,1.7211866698838775e-07
ENSG00000261898,5.2259927,5.545891332606992e-06,1.6404798,1.7322329339756944e-07
ENSG00000259049,5.223795,5.604749376398349e-06,3.944575,1.7529295375928157e-07
ENSG00000135744,5.2232313,5.614433039335154e-06,2.7387621,1.758274747010803e-07
ENSG00000171503,5.215038,5.852937187150499e-06,0.9173642,1.8377971610090484e-07
ENSG00000224086,5.2108564,5.978555431379165e-06,1.7436477,1.8797075584712506e-07
ENSG00000146006,5.201581,6.268376173148433e-06,3.450694,1.9760023916015028e-07
ENSG00000172831,5.197197,6.40121543454605e-06,2.335515,2.0231601843795487e-07
ENSG00000105388,5.1786685,7.052270959227807e-06,4.4422503,2.234751649070373e-07
ENSG00000155850,5.170227,7.359238298093299e-06,2.7220411,2.338097660311867e-07
ENSG00000254873,5.1668234,7.475049446879552e-06,0.5408859,2.3810604773853005e-07
ENSG00000228253,5.165629,7.513223329449483e-06,0.5740584,2.3963201987392513e-07
ENSG00000267934,5.156128,7.884010898357875e-06,3.949978,2.521087822341704e-07
ENSG00000165521,5.1303186,9.033901895932296e-06,2.776279,2.892518514294216e-07
ENSG00000279364,5.1221814,9.420559191928224e-06,2.3681421,3.020207332946126e-07
ENSG00000152348,5.117809,9.629161652680647e-06,9.8169365,3.0910578337124707e-07
ENSG00000254003,5.117527,9.631173474855764e-06,3.409952,3.095677561030137e-07
ENSG00000233006,5.112151,9.896707404456134e-06,2.0677457,3.1851096614440437e-07
ENSG00000168569,5.105772,1.0223391242320529e-05,1.9233251,3.294466314677477e-07
ENSG00000079112,5.1009707,1.0459413435686273e-05,2.722961,3.37915527320612e-07
ENSG00000136143,5.08384,1.1419618616046389e-05,1.765284,3.6987954338985047e-07
ENSG00000267106,5.077574,1.1787614216707048e-05,2.184589,3.8228522752647874e-07
ENSG00000151914,5.0718484,1.211708436118865e-05,2.071018,3.9397022927119386e-07
ENSG00000173801,5.067408,1.2387378062730429e-05,3.9577968,4.032695697101134e-07
ENSG00000260934,5.061615,1.2753658750303461e-05,3.1135302,4.1572002033090177e-07
ENSG00000229047,5.0557656,1.3134242561502042e-05,5.2376246,4.286675138697852e-07
ENSG00000124570,5.041903,1.4086972192982136e-05,2.3178158,4.6092461417044207e-07
ENSG00000072756,5.0272064,1.5152859191392827e-05,1.407626,4.976760156935423e-07
ENSG00000173597,5.017514,1.591741019076018e-05,3.2587051,5.234434693033447e-07
ENSG00000154920,5.0116086,1.6393295423146473e-05,2.415512,5.397693409667803e-07
ENSG00000226763,4.979454,1.9260774300255598e-05,0.8746045,6.376381684261208e-07
ENSG00000221838,4.9792967,1.9260774300255598e-05,2.912129,6.381581846470229e-07
ENSG00000196655,4.976817,1.9484771612264797e-05,3.2596552,6.463837422124483e-07
ENSG00000225953,4.9765015,1.9492305258491277e-05,3.7357247,6.474379325418996e-07
ENSG00000269893,4.9727144,1.9852416236422868e-05,2.7295065,6.602181666346275e-07
ENSG00000125968,4.9720383,1.98724938520684e-05,2.3019369,6.625257894236369e-07
ENSG00000236498,4.9624925,2.0849035081773593e-05,3.201263,6.95942786811142e-07
ENSG00000122035,4.959269,2.1171757850964927e-05,2.0069168,7.075888702459808e-07
ENSG00000232807,4.9556737,2.152890577467569e-05,1.7249924,7.208002543571881e-07
ENSG00000187741,4.9555387,2.152890577467569e-05,2.3273373,7.213018439113989e-07
ENSG00000287765,4.9507713,2.203595886731954e-05,2.0905344,7.391993133821912e-07
ENSG00000119231,4.950467,2.204333022365094e-05,1.126089,7.403561149551026e-07
ENSG00000164985,4.949847,2.2086518372711158e-05,1.8705156,7.427179598019307e-07
ENSG00000280927,4.9330206,2.3989384756057615e-05,2.0928993,8.096763793718077e-07
ENSG00000119673,4.9277234,2.4618698141547042e-05,2.9098718,8.31932405426928e-07
ENSG00000270959,4.8913765,2.9487560384669404e-05,3.7129304,1.001331168368663e-06
ENSG00000268189,4.8825746,3.079784440239896e-05,2.2620888,1.04709621173365e-06
ENSG00000261641,4.8559766,3.510698733714427e-05,2.9889343,1.1979484456105923e-06
ENSG00000114739,4.8515587,3.585493161234151e-05,1.3012462,1.2249498009167672e-06
ENSG00000027075,4.842261,3.7529325230710486e-05,3.8217432,1.2837023690484813e-06
ENSG00000104154,4.8307424,3.962380083951189e-05,3.0730257,1.360249310879431e-06
ENSG00000142453,4.8280487,4.011519108096525e-05,2.1397371,1.378773484504211e-06
ENSG00000260107,4.818852,4.195864465251885e-05,3.123057,1.4438648968559465e-06
ENSG00000257764,4.817793,4.2131463480838026e-05,8.200744,1.4515502560859776e-06
ENSG00000228170,4.806049,4.4575166076986506e-05,5.745198,1.5394212744032723e-06
ENSG00000261286,4.805666,4.460733915433892e-05,26.882616,1.542372925042747e-06
ENSG00000282933,4.80446,4.4823528439798214e-05,1.0107408,1.5516974897256436e-06
ENSG00000244161,4.796469,4.653735450919096e-05,5.7046103,1.6148669393559002e-06
ENSG00000102837,4.7840495,4.945019862014214e-05,3.156198,1.7179842894107807e-06
ENSG00000287009,4.7834973,4.95274962319073e-05,2.8645902,1.7227132911164322e-06
ENSG00000118557,4.781998,4.983921764096236e-05,3.0248616,1.7356122994294535e-06
ENSG00000257653,4.77793,5.06779476061541e-05,6.661226,1.771093481697166e-06
ENSG00000262533,4.770311,5.257091735311878e-05,3.16506,1.8394181348178216e-06
ENSG00000135052,4.767775,5.317406682350944e-05,1.7356507,1.8627159074583066e-06
ENSG00000255118,4.764777,5.3843929560714026e-05,2.8562515,1.8906248579042598e-06
ENSG00000197980,4.752188,5.724103346488488e-05,3.5223093,2.0122693725070933e-06
ENSG00000254721,4.748683,5.817362894494359e-05,2.805184,2.0474544268871467e-06
ENSG00000175414,4.745167,5.90549403697261e-05,2.2761052,2.083346014858715e-06
ENSG00000044012,4.7262664,6.46723747222143e-05,4.0204573,2.28685530355412e-06
ENSG00000133026,4.7258835,6.471894716456099e-05,1.5047903,2.2911724982337567e-06
ENSG00000187824,4.720755,6.629505792429897e-05,2.8287838,2.349705180597987e-06
ENSG00000203667,4.712731,6.888068541469304e-05,1.6635404,2.4441900254429783e-06
ENSG00000079385,4.707118,7.063958187476362e-05,3.290118,2.5124327271846114e-06
ENSG00000131652,4.701066,7.268183330879278e-05,2.1331055,2.5880682515880577e-06
ENSG00000110921,4.6943603,7.502008965107936e-05,1.9803103,2.674424717714663e-06
ENSG00000205707,4.6907086,7.628330416132513e-05,2.6492527,2.7226051369675784e-06
ENSG00000147180,4.689435,7.667094645312342e-05,4.710538,2.7396038796998218e-06
ENSG00000125534,4.687463,7.72349533308261e-05,1.1563437,2.7661305286003078e-06
